EmployeeID,Age,Gender,JobRole,YearsAtCompany,Salary,JobSatisfaction,PerformanceScore,WorkLifeBalance,Left
46224,43,Female,HR Specialist,3,81903,4,5,5,No
46225,59,Female,Compliance Analysts,28,77761,5,3,4,No
46226,36,Female,Marketing Analyst,1,51295,4,2,1,No
46227,27,Male,Customer Support Specialist,13,89770,1,5,3,No
46228,32,Male,Operations Manager,26,32422,2,1,3,No
46229,51,Male,Product Manager,23,31001,2,5,3,No
46230,45,Male,UX/UI Designer,6,77754,2,3,1,Yes
46231,43,Male,HR Specialist,18,47463,5,1,1,No
46232,51,Female,UX/UI Designer,18,67833,5,1,5,No
46233,25,Male,Compliance Analysts,22,118264,1,1,5,No
46234,27,Male,HR Specialist,18,99379,2,2,3,No
46235,59,Male,Data Scientist,20,45664,3,4,3,No
46236,47,Male,HR Specialist,18,74248,3,1,2,No
46237,40,Female,Software Engineer,16,108442,2,3,4,No
46238,23,Male,Product Manager,17,100232,5,1,1,No
46239,25,Male,Data Scientist,14,68575,5,4,3,No
46240,26,Female,Software Developer,27,115235,3,4,1,No
46241,56,Male,Product Manager,21,86601,3,5,2,No
46242,50,Female,Operations Manager,28,113319,5,1,2,No
46243,37,Male,Project Manager,5,42140,5,2,4,No
46244,33,Male,Marketing Analyst,2,84716,4,1,2,No
46245,42,Male,Operations Manager,29,64880,4,4,5,No
46246,30,Male,Data Engineer,20,90644,3,4,1,No
46247,32,Male,Accountant ,8,116877,5,3,1,Yes
46248,29,Male,Software Engineer,7,118824,2,3,3,No
46249,47,Male,Software Developer,5,93837,1,5,4,Yes
46250,53,Male,Marketing Analyst,17,79939,1,5,3,No
46251,25,Male,Marketing Analyst,9,54512,5,1,3,No
46252,55,Male,Accountant ,23,88953,5,1,4,No
46253,49,Male,Compliance Analysts,11,33341,3,3,5,No
46254,46,Female,Software Engineer,4,73599,2,4,1,No
46255,56,Male,Accountant ,22,81362,3,5,5,No
46256,40,Male,Quality Assurance Engineer,29,100747,2,3,1,No
46257,56,Male,Operations Manager,9,49963,3,3,5,Yes
46258,50,Female,Quality Assurance Engineer,29,84425,5,5,2,No
46259,35,Female,Project Manager,14,59467,5,2,3,No
46260,42,Male,Sales Manager,25,54686,3,4,1,No
46261,57,Male,Business Analyst,17,52893,3,1,1,No
46262,59,Female,UX/UI Designer,11,97001,4,5,3,No
46263,35,Male,Business Intelligence Analyst,5,77351,1,2,2,No
46264,36,Male,UX/UI Designer,12,70141,4,5,4,No
46265,51,Male,Compliance Analysts,26,38733,4,1,1,No
46266,33,Female,Data Scientist,3,91488,2,1,3,No
46267,26,Male,Data Engineer,8,99262,2,5,5,No
46268,48,Male,Business Analyst,15,57588,2,3,2,Yes
46269,36,Male,Data Scientist,28,63844,2,2,2,No
46270,47,Male,Compliance Analysts,20,49459,5,4,4,No
46271,30,Male,UX/UI Designer,14,100061,1,4,5,No
46272,56,Female,Financial Analyst,12,48703,2,1,2,No
46273,34,Male,Financial Analyst,4,68954,5,1,2,No
46274,54,Male,Quality Assurance Engineer,26,43270,4,1,2,No
46275,55,Male,Quality Assurance Engineer,1,92813,1,4,5,No
46276,25,Male,Data Scientist,19,43776,5,1,1,No
46277,34,Female,Software Engineer,1,61222,4,3,5,No
46278,31,Male,Quality Assurance Engineer,26,74591,4,5,5,No
46279,22,Female,Software Developer,8,45591,5,4,3,No
46280,32,Male,Marketing Analyst,26,33836,5,5,5,No
46281,30,Male,Software Engineer,7,81119,5,5,2,No
46282,59,Male,UX/UI Designer,16,53206,5,1,2,No
46283,44,Male,Data Engineer,23,110636,5,3,3,No
46284,34,Male,Data Engineer,23,92201,2,1,1,No
46285,26,Female,Business Analyst,2,66223,3,4,2,Yes
46286,46,Male,Financial Analyst,7,39484,2,5,2,No
46287,31,Male,Customer Support Specialist,29,100718,3,3,2,Yes
46288,26,Male,Project Manager,15,35751,3,3,5,No
46289,43,Male,Software Developer,18,79326,3,5,5,No
46290,46,Male,Business Intelligence Analyst,5,34740,2,1,5,No
46291,58,Male,Data Engineer,17,94352,5,1,1,No
46292,41,Male,Product Manager,22,83602,1,1,4,No
46293,49,Male,Customer Support Specialist,12,68165,2,5,2,No
46294,42,Male,Quality Assurance Engineer,14,43264,5,1,3,No
46295,32,Female,Accountant ,1,104810,1,4,2,No
46296,50,Male,Financial Analyst,26,75413,3,1,3,No
46297,26,Male,Data Engineer,7,83470,2,5,2,No
46298,58,Female,HR Specialist,22,68172,1,5,3,No
46299,26,Male,Data Scientist,22,87312,3,2,4,No
46300,54,Male,Business Analyst,5,33470,1,5,2,No
46301,57,Male,Project Manager,12,34246,4,3,2,No
46302,29,Female,Business Analyst,24,62299,5,5,2,No
46303,27,Female,Operations Manager,20,116193,5,2,5,No
46304,36,Female,Accountant ,16,119047,4,4,3,No
46305,36,Male,Data Scientist,20,101766,1,1,4,Yes
46306,30,Male,Quality Assurance Engineer,12,86550,3,2,3,No
46307,26,Male,Data Scientist,26,108028,5,1,1,No
46308,47,Male,Quality Assurance Engineer,13,85380,5,1,4,No
46309,44,Male,Project Manager,17,113932,5,5,3,No
46310,37,Male,Accountant ,16,119241,2,5,5,No
46311,56,Male,Data Engineer,4,90895,4,1,2,No
46312,31,Male,Business Analyst,14,48924,2,5,5,No
46313,48,Male,Product Manager,12,82316,1,3,2,No
46314,37,Male,Compliance Analysts,6,92044,1,2,4,No
46315,42,Male,Sales Manager,19,103705,3,3,3,No
46316,33,Female,Software Developer,4,85949,1,3,5,No
46317,30,Male,Network Engineer,16,87424,5,1,5,No
46318,37,Female,Marketing Analyst,8,43010,5,3,4,No
46319,30,Male,HR Specialist,24,73783,5,1,4,No
46320,50,Male,HR Specialist,27,109857,5,4,1,No
46321,44,Male,Business Intelligence Analyst,15,78016,5,2,3,No
46322,45,Male,Business Analyst,9,65448,5,4,5,No
46323,43,Female,UX/UI Designer,7,54587,3,4,3,Yes
46324,52,Male,Accountant ,24,39986,5,4,1,Yes
46325,31,Male,Data Scientist,14,114171,2,5,2,No
46326,48,Male,HR Specialist,26,102934,5,3,1,No
46327,55,Male,Data Scientist,8,47289,4,5,3,No
46328,45,Female,Business Intelligence Analyst,28,77608,2,5,3,No
46329,42,Male,Sales Manager,2,84209,3,5,3,No
46330,36,Male,Business Intelligence Analyst,27,56008,5,1,2,No
46331,38,Female,Operations Manager,10,46815,3,4,5,No
46332,40,Male,Software Engineer,12,94476,1,4,2,No
46333,46,Female,Accountant ,13,116292,4,3,4,No
46334,43,Male,Operations Manager,5,114892,2,5,5,No
46335,35,Male,Sales Manager,16,45529,4,5,5,No
46336,49,Male,Accountant ,10,63328,5,4,5,No
46337,33,Male,Software Engineer,9,56918,3,5,3,No
46338,48,Male,UX/UI Designer,12,46342,1,2,5,No
46339,45,Female,Quality Assurance Engineer,26,92302,1,2,2,No
46340,43,Male,UX/UI Designer,19,38347,3,4,4,No
46341,57,Male,Financial Analyst,19,79269,5,3,5,No
46342,44,Male,Business Analyst,24,55921,1,4,3,No
46343,29,Female,Financial Analyst,18,94703,5,2,2,No
46344,49,Male,Software Engineer,17,103297,4,2,1,No
46345,50,Female,Data Engineer,24,95447,3,3,4,No
46346,36,Female,Customer Support Specialist,21,115769,1,5,2,No
46347,29,Male,Accountant ,22,62002,1,3,1,No
46348,49,Male,HR Specialist,15,93531,1,2,2,No
46349,54,Female,Product Manager,18,115902,3,5,2,No
46350,32,Male,Business Intelligence Analyst,12,107182,4,5,2,Yes
46351,58,Male,Business Intelligence Analyst,7,53999,5,4,2,No
46352,46,Female,HR Specialist,6,39551,4,3,2,No
46353,55,Male,Financial Analyst,20,114953,2,1,5,No
46354,43,Male,Business Intelligence Analyst,29,74966,2,2,5,No
46355,23,Male,Marketing Analyst,20,33390,3,2,2,No
46356,37,Female,Data Scientist,6,54841,5,2,5,No
46357,32,Male,Compliance Analysts,6,61730,4,4,1,No
46358,35,Male,Financial Analyst,1,72007,3,5,1,No
46359,53,Female,Customer Support Specialist,21,96443,1,3,2,No
46360,43,Male,Business Intelligence Analyst,9,86681,5,1,1,No
46361,26,Male,Software Engineer,4,81548,5,4,2,No
46362,57,Female,UX/UI Designer,5,62706,4,2,1,No
46363,44,Male,Product Manager,20,89236,2,3,3,No
46364,40,Male,UX/UI Designer,1,116940,5,3,4,No
46365,50,Female,Accountant ,21,63897,1,4,4,No
46366,44,Male,Business Analyst,25,76812,3,5,2,No
46367,30,Female,Customer Support Specialist,13,86131,3,4,5,No
46368,39,Male,Business Analyst,20,38471,3,2,5,No
46369,52,Male,Operations Manager,29,92605,3,5,5,No
46370,58,Female,Project Manager,14,44793,5,2,1,Yes
46371,38,Male,Project Manager,14,92448,2,3,1,No
46372,39,Male,Product Manager,25,46202,2,1,1,No
46373,48,Female,Data Engineer,27,74223,3,5,5,No
46374,42,Male,Quality Assurance Engineer,13,33899,5,5,2,No
46375,22,Male,Business Intelligence Analyst,29,45548,1,2,1,No
46376,53,Male,Data Scientist,3,112754,2,4,3,No
46377,35,Male,Compliance Analysts,24,103134,2,5,1,No
46378,35,Male,Software Developer,20,75038,4,2,4,No
46379,54,Male,Business Intelligence Analyst,6,52862,2,2,4,No
46380,57,Male,Operations Manager,26,89554,1,3,1,No
46381,33,Male,Sales Manager,3,35417,3,4,1,No
46382,46,Male,Financial Analyst,12,115209,1,2,1,No
46383,36,Female,Network Engineer,13,98378,5,4,2,No
46384,41,Male,Customer Support Specialist,28,118374,3,3,3,No
46385,55,Male,HR Specialist,4,57383,4,3,1,No
46386,35,Female,Project Manager,26,106683,4,4,2,No
46387,51,Female,Quality Assurance Engineer,5,77378,1,3,3,No
46388,34,Female,Financial Analyst,28,92302,1,4,1,No
46389,35,Female,Data Scientist,20,62264,4,3,5,No
46390,50,Female,Business Analyst,16,82232,5,4,2,No
46391,47,Female,Marketing Analyst,12,47536,5,5,5,Yes
46392,24,Male,HR Specialist,5,30268,4,3,1,No
46393,46,Male,Project Manager,19,43944,3,3,3,No
46394,48,Male,Marketing Analyst,22,77604,1,4,2,No
46395,37,Male,Quality Assurance Engineer,4,97409,4,5,2,No
46396,59,Male,Marketing Analyst,27,47048,3,1,5,No
46397,32,Female,Software Engineer,18,89463,5,4,2,No
46398,50,Male,Software Engineer,11,50802,2,2,1,No
46399,45,Female,Financial Analyst,24,67466,1,3,3,No
46400,50,Male,Data Engineer,13,45610,1,2,2,No
46401,55,Male,UX/UI Designer,16,114903,3,4,4,No
46402,32,Male,Operations Manager,3,53099,2,4,1,No
46403,41,Male,Project Manager,16,107127,5,4,4,No
46404,41,Female,Data Engineer,20,116308,5,2,2,No
46405,30,Female,Business Intelligence Analyst,1,101051,2,4,5,No
46406,44,Male,HR Specialist,27,39893,1,2,5,No
46407,57,Male,Project Manager,17,71933,1,3,4,No
46408,48,Male,Financial Analyst,23,44956,5,3,4,No
46409,45,Male,Marketing Analyst,3,104544,4,2,3,No
46410,46,Female,UX/UI Designer,26,49350,1,5,3,No
46411,46,Female,Accountant ,27,32396,4,5,2,No
46412,54,Male,Project Manager,18,104203,3,5,5,No
46413,52,Male,UX/UI Designer,2,60346,4,2,4,No
46414,31,Male,Business Intelligence Analyst,7,88776,1,2,2,No
46415,36,Female,Business Analyst,23,77937,2,4,2,No
46416,22,Female,Business Intelligence Analyst,22,113067,2,3,2,No
46417,37,Female,Data Engineer,4,119360,2,5,5,No
46418,42,Male,HR Specialist,25,52142,3,2,5,No
46419,23,Male,Marketing Analyst,23,50524,5,4,2,No
46420,24,Female,Data Scientist,2,119365,1,5,5,No
46421,36,Female,Network Engineer,7,64932,2,2,5,No
46422,53,Female,Operations Manager,20,74769,4,1,5,Yes
46423,48,Male,Data Scientist,6,106089,4,2,2,No
46424,57,Male,Business Analyst,12,69156,2,2,4,No
46425,56,Male,Customer Support Specialist,9,93266,2,3,1,No
46426,45,Male,Product Manager,13,43049,3,2,1,No
46427,29,Male,Sales Manager,12,112649,5,5,3,No
46428,28,Male,Business Analyst,13,67565,5,2,3,No
46429,25,Female,Customer Support Specialist,25,118183,5,1,5,No
46430,51,Female,Project Manager,22,116593,4,2,1,No
46431,31,Male,Data Scientist,27,115568,4,3,5,Yes
46432,46,Male,Software Developer,4,71385,3,1,3,No
46433,53,Female,Customer Support Specialist,7,93241,3,1,4,No
46434,53,Male,Customer Support Specialist,19,35890,3,2,2,No
46435,53,Male,Operations Manager,20,90765,1,1,2,No
46436,31,Male,Data Engineer,23,82648,2,5,5,No
46437,30,Male,UX/UI Designer,9,63364,2,3,3,No
46438,46,Male,Product Manager,13,45954,4,1,5,No
46439,46,Male,Data Scientist,15,56303,5,4,1,No
46440,37,Male,Quality Assurance Engineer,19,83866,1,4,5,No
46441,37,Male,HR Specialist,19,118568,5,4,2,No
46442,51,Male,Software Engineer,2,35216,1,4,2,No
46443,59,Male,Customer Support Specialist,28,89068,4,1,1,No
46444,26,Male,Operations Manager,7,40919,3,2,1,No
46445,28,Female,Operations Manager,17,49341,4,5,3,No
46446,34,Male,Business Intelligence Analyst,20,56709,3,4,1,No
46447,29,Male,Data Scientist,5,87290,5,5,2,No
46448,54,Male,Product Manager,22,48811,4,5,2,Yes
46449,31,Male,Business Intelligence Analyst,19,113451,2,3,2,No
46450,41,Male,Data Scientist,2,83559,5,2,4,Yes
46451,53,Male,Data Scientist,22,111445,1,4,3,No
46452,50,Male,Software Developer,2,57202,2,1,5,No
46453,22,Female,Project Manager,21,51852,2,3,1,No
46454,48,Female,Marketing Analyst,25,87293,5,4,4,No
46455,41,Female,Quality Assurance Engineer,7,70178,3,2,3,No
46456,35,Male,Software Developer,9,84625,3,1,2,No
46457,36,Female,UX/UI Designer,29,93548,4,1,3,No
46458,27,Female,UX/UI Designer,3,59873,2,4,1,No
46459,23,Male,Financial Analyst,23,80011,1,2,2,Yes
46460,50,Male,Financial Analyst,19,45822,4,1,1,No
46461,53,Male,Marketing Analyst,22,51689,2,2,4,No
46462,26,Male,Customer Support Specialist,4,109241,2,5,4,No
46463,43,Male,Compliance Analysts,22,103472,1,3,4,No
46464,49,Male,Compliance Analysts,27,50524,3,1,2,Yes
46465,53,Male,Software Developer,7,68462,2,2,5,No
46466,50,Female,Financial Analyst,13,34172,2,3,1,No
46467,24,Female,Quality Assurance Engineer,27,70627,5,3,2,No
46468,52,Male,Project Manager,3,63936,4,1,1,No
46469,34,Female,Business Analyst,24,36197,2,3,4,No
46470,27,Female,Data Scientist,21,35970,5,3,4,No
46471,42,Male,Business Analyst,21,95780,3,2,4,No
46472,35,Female,Data Engineer,13,42438,1,4,3,No
46473,46,Male,Marketing Analyst,5,77034,3,3,4,No
46474,28,Female,Customer Support Specialist,3,45705,4,3,3,No
46475,43,Female,Business Analyst,6,38495,1,5,4,No
46476,53,Male,Compliance Analysts,17,86944,1,2,1,No
46477,53,Male,Operations Manager,14,64708,5,5,5,No
46478,51,Male,Software Developer,21,58555,1,5,5,No
46479,38,Male,Data Engineer,9,53607,4,2,3,Yes
46480,59,Female,UX/UI Designer,25,88266,2,2,4,No
46481,42,Female,UX/UI Designer,27,86489,2,4,3,No
46482,47,Male,Data Engineer,3,84179,3,3,3,No
46483,24,Female,Product Manager,9,115241,5,1,5,No
46484,59,Male,Financial Analyst,14,50075,1,2,1,No
46485,38,Male,Data Scientist,4,35539,4,5,1,No
46486,27,Male,Software Developer,9,103526,3,3,2,Yes
46487,42,Male,HR Specialist,15,113510,3,5,5,No
46488,34,Male,Software Developer,25,119069,4,4,2,Yes
46489,30,Female,Business Analyst,25,85998,3,1,2,Yes
46490,26,Male,Marketing Analyst,28,118730,3,3,1,No
46491,28,Male,Financial Analyst,1,84696,5,3,1,No
46492,59,Male,Quality Assurance Engineer,9,109770,2,4,4,No
46493,59,Female,Network Engineer,10,63082,3,5,2,No
46494,52,Female,Software Engineer,6,117741,5,4,1,No
46495,25,Male,Financial Analyst,19,36257,5,2,3,No
46496,34,Female,Project Manager,2,101183,4,1,1,No
46497,36,Male,Customer Support Specialist,23,108095,2,5,2,No
46498,34,Male,Software Developer,22,73229,1,1,2,No
46499,47,Male,Marketing Analyst,8,88801,3,2,4,No
46500,40,Male,Data Engineer,26,35288,5,1,1,No
46501,22,Female,Project Manager,7,48185,4,1,3,No
46502,34,Female,Quality Assurance Engineer,27,49458,1,5,5,Yes
46503,46,Male,Quality Assurance Engineer,25,39182,1,2,2,No
46504,41,Female,Business Analyst,26,59205,5,1,1,No
46505,44,Male,HR Specialist,7,91682,1,4,3,Yes
46506,45,Female,Accountant ,26,115853,4,4,3,No
46507,51,Male,Software Developer,2,55270,4,5,3,No
46508,55,Male,Sales Manager,9,90901,5,3,5,No
46509,31,Male,Data Engineer,25,41660,2,1,5,No
46510,22,Male,Compliance Analysts,21,105397,5,3,4,No
46511,33,Male,Marketing Analyst,29,55013,1,2,3,No
46512,50,Male,Operations Manager,5,47166,5,1,3,No
46513,32,Male,Sales Manager,12,117755,3,3,2,No
46514,38,Male,Marketing Analyst,25,65089,3,4,5,No
46515,41,Male,HR Specialist,20,89667,2,3,2,No
46516,59,Female,Quality Assurance Engineer,5,50463,3,1,1,No
46517,27,Female,Software Engineer,26,68196,3,3,2,No
46518,41,Male,Product Manager,27,69699,4,1,1,Yes
46519,31,Male,Software Developer,4,44430,5,4,2,No
46520,31,Female,Network Engineer,1,63191,3,5,4,No
46521,52,Female,Financial Analyst,3,115810,3,4,2,No
46522,47,Male,Quality Assurance Engineer,19,87823,1,1,4,No
46523,38,Male,Operations Manager,11,82703,5,2,5,Yes
46524,35,Male,Data Scientist,19,116274,2,1,1,No
46525,26,Female,Data Engineer,28,112731,4,5,4,No
46526,24,Male,Business Analyst,17,95366,4,4,4,No
46527,41,Male,Operations Manager,22,93825,1,5,2,No
46528,36,Male,Software Engineer,1,88621,1,2,1,No
46529,24,Female,Software Developer,1,46317,4,2,4,No
46530,24,Male,UX/UI Designer,13,119417,1,3,5,No
46531,44,Male,Financial Analyst,13,95353,4,2,1,No
46532,30,Male,Accountant ,12,68900,5,1,5,No
46533,32,Female,Customer Support Specialist,14,110369,5,4,2,Yes
46534,34,Male,HR Specialist,3,102177,2,4,5,No
46535,29,Female,Data Scientist,12,108686,3,2,1,No
46536,43,Male,Business Intelligence Analyst,9,91918,3,2,1,No
46537,59,Female,Data Scientist,4,36717,1,2,5,No
46538,48,Male,Operations Manager,2,108527,2,1,1,No
46539,47,Male,Marketing Analyst,25,46888,2,5,4,No
46540,44,Male,Sales Manager,2,115868,5,1,2,No
46541,52,Male,Data Engineer,29,67982,1,2,2,No
46542,50,Male,UX/UI Designer,26,72418,4,4,1,No
46543,22,Male,Software Engineer,27,65210,4,3,4,No
46544,31,Female,Network Engineer,18,31175,3,2,3,No
46545,25,Male,Customer Support Specialist,12,33520,5,4,4,No
46546,52,Male,Network Engineer,5,86395,5,2,5,No
46547,25,Female,Network Engineer,12,35635,3,5,1,No
46548,50,Male,Compliance Analysts,28,72618,2,2,4,No
46549,30,Male,HR Specialist,26,70849,4,5,4,No
46550,36,Female,HR Specialist,23,92056,1,2,4,No
46551,24,Male,Marketing Analyst,11,95820,5,4,3,No
46552,36,Male,Product Manager,17,63388,5,2,4,No
46553,32,Female,Quality Assurance Engineer,25,38325,2,1,5,No
46554,27,Male,UX/UI Designer,2,87667,1,2,3,No
46555,28,Female,Data Engineer,3,82103,3,5,2,No
46556,25,Male,Operations Manager,15,48209,3,2,5,No
46557,42,Female,HR Specialist,16,115819,1,5,1,No
46558,22,Male,Software Developer,9,70769,4,5,3,No
46559,44,Male,Software Engineer,21,102134,3,5,2,No
46560,34,Female,Project Manager,27,36291,2,3,5,No
46561,49,Female,Sales Manager,21,84240,2,4,4,No
46562,50,Male,Marketing Analyst,8,46526,5,3,5,No
46563,39,Female,Sales Manager,6,51320,5,3,5,No
46564,44,Male,Sales Manager,8,76972,1,2,1,No
46565,49,Male,Operations Manager,9,105664,5,5,1,No
46566,30,Male,Business Analyst,6,76819,5,5,3,Yes
46567,27,Male,Accountant ,4,60466,5,5,1,No
46568,37,Female,Product Manager,17,92868,2,3,4,No
46569,58,Male,Network Engineer,22,36423,4,4,5,No
46570,22,Male,Operations Manager,15,91984,4,4,4,No
46571,43,Male,Operations Manager,21,59231,3,4,4,No
46572,44,Male,Software Engineer,22,70297,1,3,4,No
46573,42,Female,Financial Analyst,18,67253,2,1,4,No
46574,52,Female,Marketing Analyst,21,80266,4,1,4,No
46575,59,Male,Quality Assurance Engineer,16,110102,5,1,1,No
46576,49,Female,Compliance Analysts,17,67573,5,2,4,Yes
46577,48,Female,Software Developer,3,94829,4,2,5,Yes
46578,34,Female,Network Engineer,20,43789,3,5,2,No
46579,53,Female,Sales Manager,4,100173,2,3,5,No
46580,28,Female,Network Engineer,9,48512,5,3,1,No
46581,54,Male,Customer Support Specialist,18,98677,2,3,3,No
46582,34,Male,Software Developer,2,68205,5,5,4,No
46583,53,Female,Data Scientist,12,75073,4,3,2,No
46584,28,Male,Business Intelligence Analyst,17,114433,1,1,1,No
46585,33,Male,Product Manager,20,81911,5,1,4,No
46586,36,Male,Data Engineer,2,110370,4,5,1,No
46587,42,Female,Software Developer,29,66660,1,3,5,No
46588,33,Male,Software Engineer,6,94739,2,4,1,No
46589,34,Male,Accountant ,4,31899,1,4,2,No
46590,23,Male,Operations Manager,6,61737,1,4,5,No
46591,50,Male,Compliance Analysts,16,90500,3,2,4,No
46592,50,Male,Operations Manager,8,78426,4,4,4,No
46593,57,Male,Business Intelligence Analyst,1,43928,4,5,5,No
46594,59,Male,Marketing Analyst,28,75742,3,4,2,No
46595,28,Male,Sales Manager,6,51864,5,4,4,No
46596,51,Male,Business Intelligence Analyst,8,98738,1,5,4,No
46597,44,Male,Financial Analyst,18,107150,4,5,2,No
46598,49,Female,Project Manager,16,117856,2,1,2,No
46599,44,Female,Data Scientist,25,41796,4,3,3,No
46600,57,Female,Software Engineer,11,50395,3,4,3,No
46601,50,Female,Customer Support Specialist,4,45001,2,4,5,No
46602,25,Male,Compliance Analysts,4,80083,5,4,3,Yes
46603,41,Female,Business Analyst,21,115311,3,1,1,Yes
46604,26,Female,UX/UI Designer,10,42787,2,4,4,No
46605,32,Female,Software Developer,18,54445,3,5,5,Yes
46606,23,Male,Marketing Analyst,17,92545,2,4,1,Yes
46607,45,Male,Software Developer,22,47629,4,2,5,No
46608,54,Male,Data Scientist,29,85792,3,1,4,No
46609,43,Male,Project Manager,1,115137,5,2,5,No
46610,27,Female,Accountant ,20,39828,5,5,4,No
46611,45,Male,Data Scientist,12,68186,3,5,4,No
46612,50,Male,Business Intelligence Analyst,12,65078,2,1,4,No
46613,53,Female,Business Analyst,24,104190,3,4,2,No
46614,51,Female,UX/UI Designer,24,72615,1,4,3,Yes
46615,24,Female,Operations Manager,29,84301,3,3,3,No
46616,46,Male,UX/UI Designer,13,83565,4,5,2,No
46617,49,Male,Data Scientist,29,79908,4,1,2,No
46618,36,Female,Data Engineer,27,102206,3,1,4,No
46619,38,Male,Data Scientist,16,116759,3,4,3,No
46620,23,Male,Financial Analyst,3,78989,5,2,1,No
46621,48,Male,Product Manager,12,66036,4,3,4,No
46622,57,Female,Data Engineer,15,57350,5,5,1,Yes
46623,35,Female,Data Scientist,6,78009,1,1,4,Yes
46624,53,Male,Financial Analyst,4,78029,5,2,3,No
46625,33,Male,Compliance Analysts,3,33134,3,2,5,No
46626,44,Male,Quality Assurance Engineer,16,45737,5,5,2,Yes
46627,37,Male,Data Engineer,7,92187,3,5,1,No
46628,23,Female,Operations Manager,1,96500,2,2,4,No
46629,28,Male,Software Developer,27,112672,5,4,2,No
46630,42,Male,Business Analyst,6,57004,3,4,4,No
46631,52,Female,Quality Assurance Engineer,3,93507,5,5,5,Yes
46632,44,Male,Project Manager,4,99512,5,3,4,No
46633,46,Female,UX/UI Designer,27,60728,1,5,4,No
46634,56,Male,Software Engineer,23,108106,2,5,5,No
46635,56,Male,HR Specialist,27,37270,4,3,5,No
46636,28,Male,Project Manager,12,77397,2,5,2,No
46637,26,Male,Network Engineer,8,106524,4,1,2,No
46638,53,Male,HR Specialist,8,82050,4,5,5,No
46639,26,Male,Product Manager,13,31825,1,3,2,No
46640,46,Male,Sales Manager,6,72199,2,2,3,No
46641,52,Male,Accountant ,8,95447,5,2,5,No
46642,41,Male,Data Scientist,4,68684,4,3,2,No
46643,43,Female,Marketing Analyst,15,97467,4,4,1,No
46644,59,Female,Software Developer,17,41293,5,5,2,No
46645,34,Male,Product Manager,27,78634,3,5,1,No
46646,23,Male,Accountant ,26,85874,1,4,2,No
46647,43,Male,Network Engineer,6,55295,5,1,5,No
46648,30,Male,Software Developer,27,93790,1,5,2,No
46649,23,Female,UX/UI Designer,21,51730,4,1,1,No
46650,53,Female,Software Developer,7,48651,2,5,5,No
46651,29,Male,Accountant ,1,101088,3,1,2,No
46652,37,Male,Customer Support Specialist,25,40111,1,4,3,No
46653,54,Male,Software Engineer,25,112618,2,5,4,No
46654,32,Female,Data Engineer,23,102313,5,5,2,No
46655,53,Female,Data Engineer,14,83177,1,3,5,No
46656,29,Male,Software Developer,20,83774,5,1,4,No
46657,53,Female,Software Developer,20,78381,1,2,1,No
46658,42,Male,Business Intelligence Analyst,16,101334,3,1,5,No
46659,46,Male,Software Developer,24,31760,4,3,3,No
46660,41,Male,UX/UI Designer,1,50048,3,2,5,No
46661,22,Female,Product Manager,8,118958,1,5,2,No
46662,42,Female,Marketing Analyst,14,94880,5,5,5,No
46663,28,Male,Product Manager,10,64419,2,3,1,No
46664,46,Female,Marketing Analyst,4,55013,5,5,2,No
46665,30,Male,Operations Manager,17,60974,3,3,5,No
46666,43,Male,Network Engineer,13,88822,4,5,5,No
46667,23,Female,Data Engineer,9,97293,1,3,5,No
46668,40,Male,Business Intelligence Analyst,23,77059,3,2,2,Yes
46669,27,Male,UX/UI Designer,12,68338,5,5,5,No
46670,26,Male,Financial Analyst,20,83049,2,4,1,No
46671,31,Male,Quality Assurance Engineer,13,97303,1,1,2,No
46672,22,Male,Quality Assurance Engineer,17,87010,2,4,5,No
46673,47,Male,Sales Manager,23,109573,3,4,3,No
46674,47,Male,Software Engineer,28,77828,2,2,2,No
46675,39,Female,Quality Assurance Engineer,15,39463,3,4,3,No
46676,42,Male,Project Manager,27,35296,5,3,5,No
46677,33,Female,Compliance Analysts,15,83159,3,1,3,No
46678,59,Female,HR Specialist,28,88988,3,5,5,Yes
46679,35,Male,HR Specialist,15,113163,4,3,4,No
46680,53,Male,Software Developer,29,54672,3,3,3,No
46681,56,Female,Data Scientist,5,47247,1,5,1,No
46682,38,Male,Quality Assurance Engineer,29,119616,3,1,2,No
46683,31,Male,Software Developer,15,49821,3,4,5,No
46684,56,Male,Financial Analyst,10,65875,5,1,4,Yes
46685,37,Female,Business Analyst,22,87476,5,3,5,No
46686,27,Male,Software Developer,15,99765,3,2,2,No
46687,25,Male,HR Specialist,29,35649,4,4,2,No
46688,30,Male,Business Analyst,6,85833,3,2,2,No
46689,50,Female,Data Scientist,12,39915,2,5,3,No
46690,28,Male,Sales Manager,25,70320,2,4,5,No
46691,37,Female,Product Manager,4,88632,3,5,2,Yes
46692,27,Male,Network Engineer,17,90003,4,3,3,No
46693,24,Male,Project Manager,15,82462,4,2,3,Yes
46694,35,Male,Accountant ,15,95840,4,3,3,No
46695,35,Male,Software Engineer,6,100414,1,1,2,No
46696,30,Male,Project Manager,6,74945,5,2,1,No
46697,57,Female,Software Developer,6,108308,5,2,3,No
46698,44,Male,Sales Manager,6,115713,3,4,5,No
46699,36,Male,Business Analyst,29,66710,1,1,5,No
46700,28,Female,Quality Assurance Engineer,28,39364,1,2,2,No
46701,41,Male,Sales Manager,17,106253,3,1,2,No
46702,40,Male,UX/UI Designer,11,117317,5,2,2,No
46703,27,Female,Operations Manager,26,56892,1,4,2,No
